Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Daytime/evening attendance
single,39,1,Informatics Engineering,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,Unskilled Workers,Intermediate Level Technicians and Professions,137,yes,no,no,yes,male,no,28,yes,0,5,11,4,10.5,0,0,5,12,4,11,4,7.6,2.6,0.32,Enrolled,daytime
single,1,1,Veterinary Nursing,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,107.5,no,no,no,yes,male,yes,19,yes,0,6,9,6,13.83333333,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02,Graduate,daytime
single,17,2,Informatics Engineering,Secondary education,116,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",112.2,no,no,no,yes,male,no,19,yes,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,39,1,Equinculture,11th year of schooling - not completed,133.1,Portuguese,Other - 11th Year of Schooling,Can read without having a 4th year of schooling,Other Situation,Other Situation,128.2,no,no,no,no,male,yes,30,yes,0,5,13,0,0,3,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout,daytime
single,1,1,Nursing,Secondary education,135,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",126.8,yes,no,no,yes,male,no,19,yes,0,7,9,0,0,0,0,7,8,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,17,1,Management,Secondary education,145,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Administrative staff,132.1,yes,no,no,yes,male,no,21,yes,0,5,10,1,10,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,1,1,Animation and Multimedia Design,Secondary education,118,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",110,no,no,no,yes,male,no,19,yes,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,39,1,Agronomy,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100,no,no,no,no,male,no,29,yes,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,1,1,Advertising and Marketing Management,Secondary education,115,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,114.3,no,no,no,yes,male,no,18,yes,0,6,7,4,12.6,0,0,6,6,4,13,0,12.4,0.5,1.79,Dropout,daytime
single,1,2,Management,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",116.4,no,no,no,yes,male,no,21,yes,0,5,10,3,11.25,0,0,5,9,3,11,0,15.5,2.8,-4.06,Enrolled,daytime
single,42,1,Communication Design,Secondary education,120,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",116.9,no,no,no,yes,male,no,20,yes,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout,daytime
single,51,1,Management (evening attendance),Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,128.2,no,no,yes,yes,male,no,24,yes,3,10,15,7,10.71428571,0,3,10,11,9,12.55555556,0,12.4,0.5,1.79,Enrolled,evening
single,17,2,Journalism and Communication,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities ,"Personal Services, Security and Safety Workers and Sellers",127,yes,no,no,no,male,no,18,yes,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout,daytime
single,42,1,Agronomy,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities ,140,yes,no,no,yes,male,no,23,yes,0,6,14,5,12,0,0,6,12,5,12.14285714,0,15.5,2.8,-4.06,Enrolled,daytime
single,1,6,Management,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120,yes,no,no,yes,male,no,19,yes,0,5,6,5,12.6,0,0,5,8,3,12.66666667,0,8.9,1.4,3.51,Graduate,daytime
single,7,1,Tourism,Higher education - degree,110,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,110,no,no,no,yes,male,no,35,yes,0,6,7,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,1,1,Nursing,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,127,yes,no,no,yes,male,no,20,yes,0,8,8,7,12.84142857,0,0,8,8,7,12.84142857,0,10.8,1.4,1.74,Graduate,daytime
married,39,1,Social Service,Professional higher technical course,170,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,159.5,no,no,no,yes,male,no,33,yes,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout,daytime
single,1,1,Journalism and Communication,Secondary education,146,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",135.2,yes,no,no,yes,male,no,18,yes,0,6,7,6,14.16666667,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,1,Journalism and Communication,Secondary education,127,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Administrative staff,Administrative staff,122.8,yes,no,no,yes,male,no,20,yes,0,6,7,6,12.16666667,0,0,6,9,3,12,0,12.4,0.5,1.79,Enrolled,daytime
single,17,1,Journalism and Communication,Secondary education,125,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Intermediate Level Technicians and Professions,118,yes,no,no,yes,male,no,19,yes,0,6,12,4,10.8,0,0,6,14,3,11,0,13.9,-0.3,0.79,Dropout,daytime
single,17,5,Journalism and Communication,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,123.6,yes,no,no,yes,male,no,18,yes,0,6,6,6,13,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout,daytime
single,39,1,Management (evening attendance),Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,111,no,no,no,no,male,no,28,yes,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout,evening
single,1,1,Management,Secondary education,146,Portuguese,Higher Education - Doctorate,Secondary Education - 12th Year of Schooling or Eq.," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers",144.6,no,no,no,yes,male,no,18,yes,0,5,5,5,13,0,0,5,6,5,13.33333333,0,16.2,0.3,-0.92,Graduate,daytime
single,1,1,Journalism and Communication,Secondary education,109,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,111.8,yes,no,yes,yes,male,no,25,yes,0,6,8,6,11.57142857,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,Dropout,daytime
single,1,1,Social Service,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.1,no,yes,yes,no,male,no,19,yes,0,6,6,4,11.5,0,0,6,6,5,11,0,8.9,1.4,3.51,Dropout,daytime
single,18,2,Communication Design,Secondary education,122,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.9,no,no,no,yes,male,no,18,yes,0,6,8,5,11,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate,daytime
single,7,1,Agronomy,Higher education - degree,130,Portuguese,Higher Education - Degree,Higher Education - Degree,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Specialists in Intellectual and Scientific Activities ,130,yes,no,no,yes,male,no,29,yes,1,6,10,6,17.11111111,0,2,6,9,6,15.57142857,0,13.9,-0.3,0.79,Graduate,daytime
single,1,1,Animation and Multimedia Design,Secondary education,124,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities ,118.4,yes,no,no,yes,male,no,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled,daytime
single,1,1,Tourism,Secondary education,115,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",112.6,no,no,no,yes,male,yes,20,yes,0,6,9,6,12.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate,daytime
single,44,1,Agronomy,Technological specialization course,150,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities ,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150,no,no,no,yes,male,no,20,yes,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,1,4,Communication Design,Secondary education,170,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,165.8,yes,no,no,yes,male,no,18,yes,0,6,7,6,14.5,0,0,6,6,6,15.16666667,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,6,Tourism,Secondary education,102,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,101.7,yes,no,no,yes,male,yes,21,yes,0,6,6,6,13.5,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,Graduate,daytime
single,17,2,Tourism,Secondary education,140,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,124.3,no,no,no,no,male,no,18,yes,0,6,9,5,11.2,0,0,6,14,2,10,0,9.4,-0.8,-3.12,Dropout,daytime
single,1,5,Informatics Engineering,Secondary education,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,122.1,yes,no,no,yes,male,no,20,yes,0,5,10,3,10.66666667,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate,daytime
single,43,1,Social Service (evening attendance),Secondary education,148,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,134.7,no,no,no,yes,female,no,23,yes,9,13,15,9,11,0,4,11,12,7,11.57142857,0,15.5,2.8,-4.06,Enrolled,evening
single,39,1,Management (evening attendance),Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,154.5,no,no,no,yes,female,no,26,yes,0,1,2,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout,evening
single,17,3,Advertising and Marketing Management,Secondary education,147,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,128.8,no,no,yes,yes,female,no,19,yes,0,5,5,1,10,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout,daytime
single,39,1,Oral Hygiene,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,106,yes,no,yes,no,female,yes,24,yes,0,7,14,5,12.36,0,1,8,15,5,12,0,8.9,1.4,3.51,Dropout,daytime
single,1,1,Advertising and Marketing Management,Secondary education,157,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",146.2,yes,no,no,yes,female,yes,20,yes,0,6,8,6,15.25,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02,Graduate,daytime
single,17,1,Management (evening attendance),Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intermediate Level Technicians and Professions,116.9,yes,no,yes,no,female,no,26,yes,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout,evening
single,39,1,Management,Other - 11th year of schooling,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,118.2,no,no,no,yes,female,no,31,yes,0,5,8,1,13,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout,daytime
married,43,1,Nursing,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,105.7,yes,no,no,yes,female,no,27,yes,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,1,Veterinary Nursing,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.9,no,no,yes,yes,female,no,24,yes,0,6,8,6,13.28571429,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate,daytime
single,44,1,Veterinary Nursing,Technological specialization course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport",150,yes,no,no,yes,female,no,23,yes,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled,daytime
single,1,2,Nursing,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,108.4,yes,no,no,yes,female,yes,20,yes,0,7,8,7,11.9625,0,0,8,9,8,13.04444444,0,13.9,-0.3,0.79,Graduate,daytime
single,1,6,Nursing,Secondary education,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.2,yes,no,no,yes,female,no,20,yes,0,7,9,6,13.68333333,0,0,8,11,6,13.11666667,0,11.1,0.6,2.02,Graduate,daytime
single,39,1,Nursing,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,140,yes,no,no,yes,female,no,24,yes,0,8,8,7,14.98571429,0,0,8,8,7,14.98571429,0,12.7,3.7,-1.7,Graduate,daytime
married,39,1,Management,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,142.5,no,no,no,yes,female,no,39,yes,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled,daytime
single,1,2,Journalism and Communication,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,126.5,yes,no,no,yes,female,no,18,yes,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate,daytime
single,17,3,Veterinary Nursing,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,111.3,no,no,no,yes,female,no,20,yes,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,1,2,Nursing,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,125.1,yes,no,no,yes,female,no,18,yes,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,Graduate,daytime
single,1,2,Nursing,Secondary education,141,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",126.3,yes,no,no,yes,female,no,19,yes,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate,daytime
single,17,1,Veterinary Nursing,Secondary education,138,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,142.2,yes,no,no,yes,female,no,18,yes,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,Graduate,daytime
single,1,1,Advertising and Marketing Management,Secondary education,113,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.2,yes,no,no,yes,female,no,22,yes,0,5,7,3,12.66666667,0,0,5,6,4,12,0,7.6,2.6,0.32,Enrolled,daytime
single,17,4,Nursing,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,127,yes,no,no,yes,female,no,18,yes,0,7,7,7,14.42428571,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate,daytime
